record_num,m_birth_date,m_birth_hour,m_born_lat,m_born_long,m_sign,m_sun,m_sun_speed,m_sun_house,m_moon,m_moon_speed,m_moon_house,m_mercury,m_mercury_speed,m_mercury_house,m_venus,m_venus_speed,m_venus_house,m_mars,m_mars_speed,m_mars_house,m_jupiter,m_jupiter_speed,m_jupiter_house,m_saturn,m_saturn_speed,m_saturn_house,m_uranus,m_uranus_speed,m_uranus_house,m_neptune,m_neptune_speed,m_neptune_house,m_pluto,m_pluto_speed,m_pluto_house,m_chiron,m_chiron_speed,m_chiron_house,m_lilith,m_lilith_speed,m_lilith_house,m_truenode,m_truenode_speed,m_truenode_house,m_pof,m_pof_speed,m_pof_house,m_vertex,m_vertex_speed,m_vertex_house,m_ascendant,m_ascendant_speed,m_house2,m_house2_speed,m_house3,m_house3_speed,m_house4,m_house4_speed,m_house5,m_house5_house,m_house6,m_house6_house,m_house7,m_house7_speed,m_house8,m_house8_speed,m_house9,m_house9_speed,m_MC,m_MC_speed,m_house11,m_house11_speed,m_house12,m_house12_speed,f_birth_date,f_birth_hour,f_born_lat,f_born_long,f_sign,f_sun,f_sun_speed,f_sun_house,f_moon,f_moon_speed,f_moon_house,f_mercury,f_mercury_speed,f_mercury_house,f_venus,f_venus_speed,f_venus_house,f_mars,f_mars_speed,f_mars_house,f_jupiter,f_jupiter_speed,f_jupiter_house,f_saturn,f_saturn_speed,f_saturn_house,f_uranus,f_uranus_speed,f_uranus_house,f_neptune,f_neptune_speed,f_neptune_house,f_pluto,f_pluto_speed,f_pluto_house,f_chiron,f_chiron_speed,f_chiron_house,f_lilith,f_lilith_speed,f_lilith_house,f_truenode,f_truenode_speed,f_truenode_house,f_pof,f_pof_speed,f_pof_house,f_vertex,f_vertex_speed,f_vertex_house,f_ascendant,f_ascendant_speed,f_house2,f_house2_speed,f_house3,f_house3_speed,f_house4,f_house4_speed,f_house5,f_house5_house,f_house6,f_house6_house,f_house7,f_house7_speed,f_house8,f_house8_speed,f_house9,f_house9_speed,f_MC,f_MC_speed,f_house11,f_house11_speed,f_house12,f_house12_speed,success_rate
2357,08.10.1998,03:57:30,-23.55,-46.63333,LIBRA,194.6722879,0.9866633,9.0,47.6985323,15.0556102,3.0,203.6731009,1.6267014,8.0,188.9809112,1.2489653,9.0,150.3947932,0.611572,8.0,350.2976958,-0.1092486,6.0,31.3802714,-0.074542,7.0,308.8576241,-0.0088768,1.0,299.3874397,-0.0019118,4.0,246.0511341,0.0273189,2.0,228.4575157,0.1205059,8.0,213.0910775,0.111806,4.1091658,150.6008944,-0.1098764,2.0,254.5427359,-0.1098764,2.0,327.3758454,-0.1098764,2.2101468,107.5689803,2.2101468,142.8567627,2.2101468,179.2185176,2.2101468,211.4808422,2.2101468,238.5503279,2.2101468,262.7779842,2.2101468,287.5689803,2.2101468,322.8567627,2.2101468,359.2185176,2.2101468,31.4808422,2.2101468,58.5503279,2.2101468,82.7779842,2.2101468,12.04.1960,06:27:12,-22.9,-47.05,LIBRA,22.3541232,0.9798213,2.0,207.8752555,14.2898658,8.0,355.1776322,1.1893975,1.0,3.482253,1.2304623,1.0,337.7102434,0.7706617,12.8551044,273.5166885,0.0247822,10.0,288.23675,0.0249769,11.0,136.9945548,-0.010695,6.0,218.1984091,-0.025924,8.0,153.8470973,-0.0152423,6.0,330.9050743,0.0487699,12.6187591,87.0980178,0.1120363,4.0,174.5017507,-0.0514939,7.0,156.3044651,-0.0514939,6.0,76.9469652,-0.0514939,7.4654325,341.8255974,7.4654325,9.9064245,7.4654325,40.4670813,7.4654325,71.7307036,7.4654325,102.5402982,7.4654325,132.6921765,7.4654325,161.8255974,7.4654325,189.9064245,7.4654325,220.4670813,7.4654325,251.7307036,7.4654325,282.5402982,7.4654325,312.6921765,7.4654325,70
2358,23.10.1994,22:30:49,42.33333,-81.3,SCORPIO,210.2868047,0.9957622,1.0,78.2229015,11.8494521,11.0,204.3813181,-1.0671658,1.0,225.7276931,-0.4173325,1.0,130.4000657,0.5111096,3.0,229.7867101,0.2140416,2.0,335.9122797,-0.0279312,9.0,292.5919473,0.0185358,9.0,290.6995447,0.0118088,9.0,236.8991793,0.0365749,7.0,170.9987586,0.1228519,3.0,52.1571072,0.1107679,6.0,224.8067034,0.0231048,11.0,164.0868219,0.0231048,7.3380775,193.6577269,0.0231048,7.3380775,32.0229187,7.3380775,64.1240745,7.3380775,86.5573109,7.3380775,107.0770093,7.3380775,130.4573167,7.3380775,163.1427574,7.3380775,212.0229187,7.3380775,244.1240745,7.3380775,266.5573109,7.3380775,287.0770093,7.3380775,310.4573167,7.3380775,343.1427574,7.3380775,29.04.1989,02:12:55,-30.03333,-51.0,SCORPIO,38.7459635,0.9717084,4.0,311.6106147,13.6275585,1.0,59.1865895,1.1342418,5.0,44.9957679,1.2337147,4.0,89.9379857,0.618022,6.0,69.1360314,0.216489,5.0,283.8972399,-0.009942,12.4849729,275.1709234,-0.0162096,12.1904343,282.3229423,-0.0080499,12.4369119,223.9461656,-0.0280006,10.0,93.2220064,0.0679292,6.0,188.8358387,0.1112334,9.0,332.4033259,0.0033402,2.0,26.559368100000015,0.0033402,4.0,67.7799265,0.0033402,2.3931758,299.4240193,2.3931758,322.4345386,2.3931758,349.2033653,2.3931758,20.8392634,2.3931758,55.4448606,2.3931758,89.016396,2.3931758,119.4240193,2.3931758,142.4345386,2.3931758,169.2033653,2.3931758,200.8392634,2.3931758,235.4448606,2.3931758,269.016396,2.3931758,85
2359,01.11.1945,03:08:01,-20.8,-49.38333,SCORPIO,218.3381985,1.0010193,2.0,176.4876227,12.0681706,3.0,235.9868218,1.4333196,2.0,196.0716566,1.2447237,3.0,116.6924798,0.3503699,3.0,194.4059716,0.2068446,2.0,114.875101,0.0101768,12.9072773,76.8324081,-0.0304017,11.0,187.3349865,0.0329345,2.0,131.7740666,0.0054982,1.0,193.5723549,0.1380965,2.0,219.4075149,0.1115633,2.0,91.5408789,-0.1472652,12.0124134,159.20075300000002,-0.1472652,1.0,333.7903098,-0.1472652,12.0124134,117.3501772,12.0124134,153.0611649,12.0124134,188.8278651,12.0124134,220.0769069,12.0124134,246.6566103,12.0124134,271.234271,12.0124134,297.3501772,12.0124134,333.0611649,12.0124134,8.8278651,12.0124134,40.0769069,12.0124134,66.6566103,12.0124134,91.234271,12.0124134,19.09.1944,09:02:44,25.78333,-56.1,SCORPIO,176.2907707,0.9774854,1.0,196.4664033,11.9244507,1.0,159.2768171,0.4888875,12.6548069,199.0756449,1.2307426,2.0,193.8908526,0.6583804,1.0,161.8375022,0.2135719,12.7441977,99.7487041,0.0595809,10.0,73.1370443,-0.0007019,9.0,183.6945517,0.0369267,1.0,129.6628915,0.0214569,11.0,172.2097753,0.143816,1.0,173.7709963,0.1116866,1.0,115.7181514,-0.1956538,11.0,148.7760485,-0.1956538,11.1909647,288.9071215,-0.1956538,11.1909647,168.9516811,11.1909647,196.9019817,11.1909647,227.3587024,11.1909647,258.713203,11.1909647,289.8452519,11.1909647,320.1939973,11.1909647,348.9516811,11.1909647,16.9019817,11.1909647,47.3587024,11.1909647,78.713203,11.1909647,109.8452519,11.1909647,140.1939973,11.1909647,85
2360,21.07.1993,03:45:21,42.33333,-81.3,CANCER,118.4046099,0.954971,5.0,141.0782056,14.5955799,9.0,109.1450319,-0.4029155,6.0,76.6561496,1.1195784,3.0,166.4724991,0.607001,2.0,188.2339856,0.1301078,6.0,329.0380375,-0.0590241,4.0,289.8647419,-0.0396869,3.0,289.5227225,-0.0266702,6.0,232.7652061,-0.0069644,5.0,144.1239793,0.1247713,6.0,1.0426699,0.1118889,7.0,251.2092291,-0.1214429,4.0,344.4537762,-0.1214429,3.0,182.9275602,-0.1214429,8.9315841,7.1273719,8.9315841,47.1869971,8.9315841,72.7356703,8.9315841,93.6382386,8.9315841,115.1527865,8.9315841,142.9604311,8.9315841,187.1273719,8.9315841,227.1869971,8.9315841,252.7356703,8.9315841,273.6382386,8.9315841,295.1527865,8.9315841,322.9604311,8.9315841,22.07.1945,18:34:35,25.78333,-56.1,CANCER,119.5552564,0.9546058,8.0,271.1189535,12.8040828,1.0,146.528554,1.0003358,9.0,75.9855036,1.0860436,7.0,59.5867135,0.6889092,6.0,173.8151205,0.1636259,10.0,106.4329489,0.1277156,8.0,75.8871643,0.0463126,7.0,184.0314331,0.0195856,10.0,129.5474479,0.0290627,9.0,180.0086161,0.0983695,10.0,208.0801643,0.1119453,11.0,99.153111,0.0093374,8.0,92.45804710000003,0.0093374,7.0,119.9767793,0.0093374,8.1533923,244.0217442,8.1533923,274.271257,8.1533923,307.1897285,8.1533923,341.2361194,8.1533923,12.8995994,8.1533923,40.187316,8.1533923,64.0217442,8.1533923,94.271257,8.1533923,127.1897285,8.1533923,161.2361194,8.1533923,192.8995994,8.1533923,220.187316,8.1533923,75
2361,21.02.1997,23:27:20,28.41667,-80.21667,PISCES,333.3836127,1.0067577,10.0,148.4341106,11.8162252,4.0,319.5764467,1.6351439,9.0,323.5147949,1.2499542,8.0,184.2904738,-0.2049216,1.0,307.251904,0.223575,6.0,5.773057,0.1124166,1.0,306.247255,0.0537486,10.0,298.7316443,0.0325658,2.0,245.5403536,0.0085145,4.0739773,212.028508,-0.0151479,4.0,147.2075361,0.111112,9.0,178.8022506,-0.0547574,8.0,341.68262560000005,-0.0547574,2.0,280.9499098,-0.0547574,1.8394381,156.7331235,1.8394381,183.3288926,1.8394381,213.4337256,1.8394381,245.4489847,1.8394381,277.3560057,1.8394381,307.9775164,1.8394381,336.7331235,1.8394381,3.3288926,1.8394381,33.4337256,1.8394381,65.4489847,1.8394381,97.3560057,1.8394381,127.9775164,1.8394381,02.06.1950,06:03:27,-9.4,-40.5,PISCES,71.1395564,0.9576579,2.0,275.3113339,14.7361818,9.0,49.7347795,0.4248762,1.0,30.750771,1.1451452,1.0,176.8029672,0.2990536,5.0,336.4846438,0.0767041,11.0,162.8560991,0.0306652,5.0,93.7094135,0.0565381,3.0,194.7281988,-0.0123062,6.0,136.045773,0.0155226,4.0,259.1999975,-0.0683351,8.0,45.690006,0.1113855,1.0,5.057653,-0.1574132,12.1458383,186.4872174,-0.1574132,6.0,162.5331398,-0.1574132,12.1458383,30.6589949,12.1458383,60.3418912,12.1458383,89.2041421,12.1458383,118.3915748,12.1458383,149.0332115,12.1458383,180.525208,12.1458383,210.6589949,12.1458383,240.3418912,12.1458383,269.2041421,12.1458383,298.3915748,12.1458383,329.0332115,12.1458383,0.525208,12.1458383,50
2362,03.05.1958,07:05:18,-5.1,-42.8,TAURUS,42.3471777,0.9692062,10.0,219.2667601,14.936992,6.0,20.3575848,0.239105,9.0,357.5926689,1.088998,9.0,334.5548855,0.7353195,7.0,204.7971378,-0.1171394,9.0,265.0633262,-0.0436673,7.0,127.6780845,0.0160421,8.0,213.1668273,-0.026855,9.0,149.8002788,-0.0041747,7.0,322.4090181,0.0256321,2.0,8.0749038,0.1109391,11.0,211.2888794,-0.0049968,3.0,197.9387069,-0.0049968,2.0,176.0660165,-0.0049968,7.527628,14.8582893,7.527628,45.6590767,7.527628,74.7920684,7.527628,103.0738483,7.527628,132.2656885,7.527628,163.2855359,7.527628,194.8582893,7.527628,225.6590767,7.527628,254.7920684,7.527628,283.0738483,7.527628,312.2656885,7.527628,343.2855359,7.527628,22.01.1984,07:59:19,-27.83333,-48.41667,TAURUS,301.4796304,1.0172855,1.0,173.8370578,14.6828188,9.0,277.1881183,1.0163376,12.5062494,265.7783704,1.2216709,12.1451607,215.634194,0.4896517,10.0,270.5742582,0.2111328,12.2809305,225.4430862,0.0553879,10.0,252.2262026,0.0451985,11.0,270.1087219,0.0334137,12.2783431,212.0868552,0.0077435,10.0,57.8768399,-0.0160958,5.0,334.5926341,0.1120169,2.0,74.8390266,-0.0911897,5.0,60.164630500000044,-0.0911897,5.0,60.2557716,-0.0911897,5.7899516,292.5220579,5.7899516,315.6770088,5.7899516,342.1293924,5.7899516,13.3466976,5.7899516,47.8706171,5.7899516,81.7250154,5.7899516,112.5220579,5.7899516,135.6770088,5.7899516,162.1293924,5.7899516,193.3466976,5.7899516,227.8706171,5.7899516,261.7250154,5.7899516,80
2363,03.02.1943,05:56:26,-12.96667,-38.48333,AQUARIUS,313.5319228,1.0147696,9.0,289.1519084,15.0847892,6.0,295.2871054,-0.315899,9.0,332.3368447,1.248356,7.0,275.4220221,0.7300885,10.0,107.30373,-0.1089238,9.0,65.5951919,-0.0058168,9.0,60.583926,-0.004199,11.0,181.8080246,-0.0160971,9.9678619,125.9381595,-0.022688,10.0,147.1886867,-0.0738567,5.0,107.7981751,0.1112731,10.0,144.9756718,-0.0213423,8.0,302.4922586,-0.0213423,4.0,30.7661966,-0.0213423,8.760397,278.1122442,8.760397,303.9266398,8.760397,332.0089728,8.760397,3.4530763,8.760397,36.5727417,8.760397,68.4176905,8.760397,98.1122442,8.760397,123.9266398,8.760397,152.0089728,8.760397,183.4530763,8.760397,216.5727417,8.760397,248.4176905,8.760397,01.09.1980,16:41:49,51.5,-2.98333,AQUARIUS,159.3759398,0.9681297,7.0,68.6128462,13.7951838,4.0,165.2110473,1.8472353,8.0,113.761853,1.0135983,7.0623519,212.2504073,0.6544917,9.0,168.2241456,0.2151126,8.0,177.5764471,0.1200646,8.0,231.9728593,0.0280674,10.0,259.9032738,0.0003926,11.0,200.0853648,0.032088,8.0,48.2283193,-0.0097846,3.0,196.647059,0.1116955,8.0,140.0813115,-0.000865,7.0,16.488321600000006,-0.000865,2.0,146.5370544,-0.000865,7.6419791,285.725228,7.6419791,340.5002509,7.6419791,24.2705563,7.6419791,50.8992536,7.6419791,69.9625975,7.6419791,86.7812743,7.6419791,105.725228,7.6419791,160.5002509,7.6419791,204.2705563,7.6419791,230.8992536,7.6419791,249.9625975,7.6419791,266.7812743,7.6419791,50
2364,27.02.1948,20:56:44,48.85,-0.11667,PISCES,338.1885495,1.0041933,11.0,201.6014759,14.1009294,11.0,323.0581563,-0.5956414,4.9835636,19.0804623,1.1701328,11.0,143.9928703,-0.3606533,8.0,265.6178812,0.1323001,10.0,137.7643419,-0.0735136,9.0,82.1115392,-0.0015612,8.0,192.4838003,-0.0215,12.8400002,133.2195135,-0.0211272,10.0,234.65826,0.0161896,11.0,313.8360202,0.1120307,10.0,46.4955258,-0.0602592,10.0,331.6293137,-0.0602592,3.0,34.6600612,-0.0602592,8.1853243,195.0422401,8.1853243,221.0663662,8.1853243,252.771658,8.1853243,289.0946471,8.1853243,323.7158973,8.1853243,352.3648581,8.1853243,15.0422401,8.1853243,41.0663662,8.1853243,72.771658,8.1853243,109.0946471,8.1853243,143.7158973,8.1853243,172.3648581,8.1853243,31.08.1943,20:07:10,42.33333,-81.3,PISCES,157.5352408,0.9678084,8.0,168.640048,12.0814031,9.0,184.5303362,0.8252115,9.0,165.6328005,-0.5621398,8.0,64.2845683,0.5281383,5.0,133.5188508,0.2107507,8.0,85.2822645,0.0667704,6.0,68.7635499,0.0119959,6.0,180.8939935,0.0346429,9.0,127.7324427,0.0257447,8.0,154.8321489,0.1379916,8.0,131.0487891,0.1107121,8.0,135.8973609,-0.0461935,8.0,255.5874732,-0.0461935,8.2533951,128.33153,-0.0461935,8.2533951,266.6922804,8.2533951,305.0739682,8.2533951,347.0134252,8.2533951,21.2307669,8.2533951,46.7472841,8.2533951,67.3697997,8.2533951,86.6922804,8.2533951,125.0739682,8.2533951,167.0134252,8.2533951,201.2307669,8.2533951,226.7472841,8.2533951,247.3697997,8.2533951,70
2365,20.04.1934,06:12:00,53.4,-96.8,ARIES,29.4793212,0.976214,7.0,101.7955817,11.8561761,1.0,7.751099,1.5979982,7.0,343.2382859,1.0013888,8.0,28.2041927,0.7510097,7.0,196.8656266,-0.1228518,9.0,326.2577293,0.0745351,9.0,27.5031578,0.0573939,11.0,159.8531086,-0.0158617,1.0,112.5710828,0.0060023,9.0,61.6176087,0.0672491,5.0,110.0652461,0.1110086,11.0,316.1688223,-0.0396846,7.0,187.4607011,-0.0396846,9.0,126.0777684,-0.0396846,2.2640966,259.7769616,2.2640966,302.4431663,2.2640966,351.6827848,2.2640966,25.724464,2.2640966,48.0844712,2.2640966,64.8986184,2.2640966,79.7769616,2.2640966,122.4431663,2.2640966,171.6827848,2.2640966,205.724464,2.2640966,228.0844712,2.2640966,244.8986184,2.2640966,17.07.1981,01:52:12,-20.8,-49.38333,ARIES,114.4026541,0.9537123,4.0,293.0521917,12.6117419,10.0,94.0252664,1.1276323,4.0,140.9226995,1.2106751,5.0,89.1251046,0.6772115,3.0,183.9580376,0.1305964,7.0,184.4325894,0.0659604,7.0,236.193943,-0.0152207,8.0,262.6635439,-0.0218821,9.0,201.6005095,0.0086875,7.0,52.0167628,0.0388401,2.0,232.2945022,0.1119345,8.0,121.6698478,-0.0040819,4.0,184.60043520000005,-0.0040819,7.0,155.2485638,-0.0040819,4.9332912,3.2499728,4.9332912,32.4894198,4.9332912,62.7768601,4.9332912,93.1872285,4.9332912,123.7108948,4.9332912,154.1464312,4.9332912,183.2499728,4.9332912,212.4894198,4.9332912,242.7768601,4.9332912,273.1872285,4.9332912,303.7108948,4.9332912,334.1464312,4.9332912,65
2366,08.08.1988,18:38:25,-12.96667,-38.48333,LEO,136.4103602,0.9590792,10.0,94.5646166,12.4522997,3.0,142.4173263,1.9659286,10.0,91.4797905,0.8320144,10.0,9.3160492,0.233993,8.0,62.7435822,0.1358256,11.0,266.3001401,-0.033687,2.0,267.355753,-0.0218585,1.0,277.8482985,-0.0195708,12.5118231,219.8690644,0.0111721,11.0,94.2542866,0.0769184,9.0,159.6361566,0.1107856,5.0,344.3690748,-0.0737984,10.0,250.22748419999994,-0.0737984,8.0,33.4406462,-0.0737984,2.8822625,292.0732278,2.8822625,318.5740847,2.8822625,348.0056915,2.8822625,20.1498265,2.8822625,52.4776452,2.8822625,83.0135939,2.8822625,112.0732278,2.8822625,138.5740847,2.8822625,168.0056915,2.8822625,200.1498265,2.8822625,232.4776452,2.8822625,263.0135939,2.8822625,13.11.1994,21:27:25,28.41667,-80.21667,LEO,231.2767137,1.0064179,7.0,3.4105238,12.1376905,12.1840745,214.7231931,1.4616384,7.0,214.4567811,-0.3948457,7.0,140.2807875,0.4261867,5.0,234.3658094,0.2212684,7.0,335.6972417,0.007929,11.0,293.154773,0.0347404,10.0,291.0620048,0.0224967,9.0,237.7056669,0.039732,7.0,173.3530919,0.100281,6.0,54.4783317,0.1107577,1.0,224.823374,0.012354,7.0,165.7958776,0.012354,5.0,194.735982,0.012354,7.3287475,33.6620675,7.3287475,64.37428,7.3287475,89.010687,7.3287475,112.597104,7.3287475,139.1857409,7.3287475,172.774423,7.3287475,213.6620675,7.3287475,244.37428,7.3287475,269.010687,7.3287475,292.597104,7.3287475,319.1857409,7.3287475,352.774423,7.3287475,75
2367,29.12.1981,01:52:15,-30.03333,-51.0,CAPRICORN,277.2630042,1.0194633,8.0,306.6049072,12.2569082,1.0,287.8242823,1.6096048,8.0,308.7488786,0.1100763,10.0,185.8441882,0.4215616,1.7227071,215.6401751,0.1511761,2.5222478,201.2885028,0.0565762,1.0,242.5356195,0.0536378,3.0,265.0403185,0.0371728,4.0,206.6374602,0.0185051,2.0,48.3332024,-0.0292768,8.0,250.7160071,0.1113709,1.0,112.4139308,0.0140663,11.5513407,128.4367532,0.0140663,3.0,350.3534132,0.0140663,11.5513407,157.7786562,11.5513407,198.8156658,11.5513407,230.5227168,11.5513407,255.7251228,11.5513407,278.9430547,11.5513407,304.4438768,11.5513407,337.7786562,11.5513407,18.8156658,11.5513407,50.5227168,11.5513407,75.7251228,11.5513407,98.9430547,11.5513407,124.4438768,11.5513407,27.04.1980,08:58:17,-2.53333,-44.3,CAPRICORN,37.2490344,0.9719889,12.991913,184.8347405,11.8319309,5.0,20.5031369,1.7952396,12.4735169,80.8472509,0.7417896,2.0,148.3300493,0.2208396,4.0,150.2425848,0.0031016,4.0,170.7264705,-0.0414865,5.0,234.2513912,-0.0394034,7.0,262.3786397,-0.0168945,8.0,199.9215841,-0.0265637,6.0,43.1654024,0.0650555,1.0,182.4562778,0.1111847,5.0,146.8417313,-0.1176972,4.0,249.90673999999999,-0.1176972,8.0,175.9453406,-0.1176972,4.7714687,37.4924461,4.7714687,66.937822,4.7714687,94.9624497,4.7714687,123.4647384,4.7714687,154.0298497,4.7714687,186.2069393,4.7714687,217.4924461,4.7714687,246.937822,4.7714687,274.9624497,4.7714687,303.4647384,4.7714687,334.0298497,4.7714687,6.2069393,4.7714687,95
2368,03.03.1982,14:07:06,-9.4,-40.5,PISCES,342.6710887,1.0025136,11.0,81.3496878,14.1330707,8.0,316.3285235,1.1981715,10.0,300.6910094,0.6326699,10.0,198.4405366,-0.1379227,11.0,220.2444138,-0.0230794,5.0,201.4100198,-0.0510303,9.0,244.6079725,0.005644,11.0,266.8541924,0.014443,4.0,206.6189739,-0.0179493,2.0,48.5574251,0.0360489,12.5562887,257.891493,0.1111341,2.0,111.1609478,0.0126122,9.0,159.5993449,0.0126122,4.0,155.8690869,0.0126122,2.7390609,60.9207458,2.7390609,89.5901816,2.7390609,118.9846115,2.7390609,150.2174262,2.7390609,182.4452976,2.7390609,213.1064076,2.7390609,240.9207458,2.7390609,269.5901816,2.7390609,298.9846115,2.7390609,330.2174262,2.7390609,2.4452976,2.7390609,33.1064076,2.7390609,07.04.1934,01:45:04,-15.6,23333.0,PISCES,16.5585214,0.9833633,5.0,287.0757779,14.131593,2.0,349.2791982,1.1845643,4.0,330.6154317,0.9051896,3.0,18.2320692,0.7613492,5.0,198.5391919,-0.1282528,11.0,325.1724351,0.0896649,3.0,26.7492869,0.0566893,5.0,160.0990995,-0.021182,10.0,112.5283052,0.0005209,8.0,60.7807896,0.0593285,6.0,108.6016034,0.1110572,8.0,317.4925219,0.0007879,3.0,162.49207009999998,0.0007879,10.0,26.1581866,0.0007879,3.5097959,251.9748136,3.5097959,277.8092382,3.5097959,303.4863227,3.5097959,331.9148361,3.5097959,4.44671,3.5097959,39.0748779,3.5097959,71.9748136,3.5097959,97.8092382,3.5097959,123.4863227,3.5097959,151.9148361,3.5097959,184.44671,3.5097959,219.0748779,3.5097959,65
2369,10.04.1972,14:58:47,-23.55,-46.63333,ARIES,20.8364772,0.9815192,8.0,335.9029197,14.2438978,3.0,4.2306932,-0.3116773,9.0,66.5692696,0.9594164,10.0,69.4018005,0.6494002,2.0,278.000157,0.0446787,2.0,63.7517931,0.1067986,3.0,196.0929982,-0.0429886,5.0,244.9422579,-0.0173765,6.0,180.1643152,-0.0253211,4.0,13.7286872,0.0584116,10.0,215.2024024,0.1120314,3.0,301.8224648,-0.0793327,2.0,50.72775939999997,-0.0793327,2.0,321.0021676,-0.0793327,7.7903604,95.6613169,7.7903604,129.1441892,7.7903604,164.9394097,7.7903604,198.4282313,7.7903604,226.9291063,7.7903604,251.6938076,7.7903604,275.6613169,7.7903604,309.1441892,7.7903604,344.9394097,7.7903604,18.4282313,7.7903604,46.9291063,7.7903604,71.6938076,7.7903604,03.03.1980,05:57:50,-5.78333,-35.2,ARIES,342.8168503,1.0021308,2.0,177.6863044,11.8130329,8.0,348.6369267,-0.8488302,2.0,25.9874956,1.1391877,3.0,153.0315264,-0.3805046,7.0,154.3099838,-0.1288077,8.0,174.4978644,-0.0765737,8.0,235.5657655,-0.0026897,10.0,262.5468437,0.0119441,11.0,201.3619665,-0.020203,9.0,40.07086,0.0408858,4.0,176.3315023,0.1109905,8.0,149.3044486,-0.0270508,7.0,139.94078919999998,-0.0270508,7.0,193.4942774,-0.0270508,7.8377327,305.0713351,7.8377327,334.2244422,7.8377327,5.8247022,7.8377327,37.7864846,7.8377327,67.9620184,7.8377327,96.5102877,7.8377327,125.0713351,7.8377327,154.2244422,7.8377327,185.8247022,7.8377327,217.7864846,7.8377327,247.9620184,7.8377327,276.5102877,7.8377327,65
2370,06.05.1998,20:28:56,-9.4,-40.5,TAURUS,46.1065474,0.9678975,10.0,174.1834562,11.8115821,6.0,19.6600453,1.0784113,10.0,3.4400276,1.1304806,11.0,47.5524624,0.7269106,9.0,350.640798,0.1840557,11.0,26.2691926,0.1217922,11.0,312.6956125,0.0088284,1.0,302.1614789,-0.0013227,2.0,247.2615799,-0.0249466,1.8392492,225.5714247,-0.0759769,7.0,195.8783119,0.1112351,1.0,158.2969192,-0.0374695,9.0,98.47455280000001,-0.0374695,4.0,12.0289709,-0.0374695,10.9724255,226.5514616,10.9724255,255.1291726,10.9724255,281.5551699,10.9724255,308.7949717,10.9724255,339.1859862,10.9724255,12.8094538,10.9724255,46.5514616,10.9724255,75.1291726,10.9724255,101.5551699,10.9724255,128.7949717,10.9724255,159.1859862,10.9724255,192.8094538,10.9724255,20.08.1981,12:26:11,-15.8,-47.86667,TAURUS,147.3830122,0.9626465,11.0,29.8295117,14.2299563,7.0,157.4708749,1.8282971,11.0,182.3185878,1.1909496,12.4969415,111.9366494,0.6474262,10.0,189.473731,0.1848568,12.7012333,187.4039076,0.1034687,12.6679607,236.1634626,0.0138331,2.0,262.1386296,-0.0074064,3.0,202.214105,0.0262414,1.0,52.8345308,0.0074358,8.0177841,236.1470175,0.1117906,2.0,121.4465765,-0.0399907,10.0,318.99508149999997,-0.0399907,5.0,7.4815148,-0.0399907,10.5794907,201.441581,10.5794907,233.4709754,10.5794907,260.5735982,10.5794907,286.0703292,10.5794907,313.3294232,10.5794907,345.1454402,10.5794907,21.441581,10.5794907,53.4709754,10.5794907,80.5735982,10.5794907,106.0703292,10.5794907,133.3294232,10.5794907,165.1454402,10.5794907,70
2371,08.11.1945,18:32:07,-5.1,-42.8,SCORPIO,226.0032017,1.0049055,8.0573035,267.4607454,12.0498445,7.0,246.5611196,1.3233213,1.0,205.599088,1.2485973,1.0,119.1432654,0.2894695,1.0,195.9658126,0.2011503,7.0931234,114.897961,-0.0041884,6.0,76.5831014,-0.0346964,3.0,187.5785116,0.0307315,7.0,131.8027862,0.0020192,5.0,194.6098698,0.1332393,9.0,220.2601128,0.1115891,3.0,90.6239293,-0.007194,3.6055393,54.86079049999998,-0.007194,3.6055393,176.4410283,-0.007194,3.6055393,13.4032468,3.6055393,44.2818572,3.6055393,73.4960242,3.6055393,101.7790524,3.6055393,130.8877842,3.6055393,161.8186135,3.6055393,193.4032468,3.6055393,224.2818572,3.6055393,253.4960242,3.6055393,281.7790524,3.6055393,310.8877842,3.6055393,341.8186135,3.6055393,24.03.1951,20:11:23,-5.1,-42.8,SCORPIO,3.3783908,0.9907446,7.0,201.4635622,14.1674556,1.0,16.3888505,1.8768973,7.0,34.1556926,1.2130609,8.0,17.5567887,0.7576537,7.0,353.5020976,0.2403616,7.0,178.6486703,-0.0784602,1.0,95.4501757,0.0092553,10.0,198.5757289,-0.0262575,1.0,137.7108373,-0.0155983,11.0,272.5392235,0.0278691,4.0,78.7373617,0.1120371,9.0,349.0183898,-0.0261435,6.0,8.503227600000002,-0.0261435,7.0,358.4287727,-0.0261435,6.9584432,170.4180562,6.9584432,203.8660769,6.9584432,234.4848945,6.9584432,262.2259013,6.9584432,289.2551097,6.9584432,318.1575415,6.9584432,350.4180562,6.9584432,23.8660769,6.9584432,54.4848945,6.9584432,82.2259013,6.9584432,109.2551097,6.9584432,138.1575415,6.9584432,80
